id,ppd,jenis_sekolah,kod_sekolah,nama_sekolah,alamat,poskod,bandar,no_telefon,no_faks,emel,lokasi,kerajaan/bantuan/swasta,bil_murid,bil_guru,x,y,primary_secondary,district,parlimen,dun
391,PPD KUCHING,SK,YBA1312,SEKOLAH KEBANGSAAN ENCIK BUYONG,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,82440440,82440440,YBA1312@moe.edu.my,Bandar,SK,740,57,110.3416833,1.5708,Primary,Kuching,P.194 Petra Jaya,N.07 Samariang
392,PPD KUCHING,SK,YBA1313,SEKOLAH KEBANGSAAN GERSIK,"LOT 1429, 5020 & 8741, JALAN GERSIK, PETRA JAYA",93050,KUCHING,82440531,82312208,YBA1313@moe.edu.my,Bandar,SK,412,31,110.35085,1.561133333,Primary,Kuching,P.193 Santubong,N.04 Pantai Damai
393,PPD KUCHING,SK,YBA1321,SEKOLAH KEBANGSAAN GITA,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,82256824,82427105,YBA1321@moe.edu.my,Bandar,SK,654,53,110.3189,1.563816667,Primary,Kuching,P.194 Petra Jaya,N.06 Tupong
394,PPD KUCHING,SK,YBA1324,SEKOLAH KEBANGSAAN GOEBILT,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,82432452,82433058,YBA1324@moe.edu.my,Bandar,SK,393,34,110.4581667,1.63485,Primary,Kuching,P.193 Santubong,N.05 Demak Laut
395,PPD KUCHING,SK,YBB1207,SEKOLAH KEBANGSAAN GREEN ROAD,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYAÂ ",93050,KUCHING,82241943,82241160,YBB1207@moe.edu.my,Bandar,SK,880,59,110.3346,1.54205,Primary,Kuching,P.195 Bandar Kuching,N.09 Padungan
396,PPD KUCHING,SK,YBB1206,SEKOLAH KEBANGSAAN JLN.ONG TIANG SWEE,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,82258335,TIADA,YBB1206@moe.edu.my,Bandar,SK,531,40,110.3447667,1.52675,Primary,Kuching,P.195 Bandar Kuching,N.11 Batu Lintang
397,PPD KUCHING,SJKC,YBH1301,SEKOLAH KEBANGSAAN KENYALANG,JLN DATO BANDAR,93300,KUCHING,82480745,82480775,YBH1301@moe.edu.my,Bandar,SK,387,40,110.366617,1.5375,Primary,Kuching,P.195 Bandar Kuching,N.10 Pending
398,PPD KUCHING,SK,YBE1324,SEKOLAH KEBANGSAAN KPG SENARI,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,82439877,82439877,YBE1324@moe.edu.my,Bandar,SK,158,18,110.4497833,1.621283333,Primary,Kuching,P.193 Santubong,N.05 Demak Laut
399,PPD KUCHING,SK,YBA1204,SEKOLAH KEBANGSAAN LAKSAMANA,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93300,KUCHING,82573051,82573026,YBA1204@moe.edu.my,Bandar,SK,271,37,110.3456333,1.51725,Primary,Kuching,P.196 Stampin,N.12 Kota Sentosa
400,PPD KUCHING,SK,YBE1202,SEKOLAH KEBANGSAAN LUMBA KUDA,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,82257100,82257152,YBE1202@moe.edu.my,Bandar,SK,299,43,110.3612,1.548567,Primary,Kuching,P.195 Bandar Kuching,N.10 Pending
401,PPD KUCHING,SR SABK,YCA1303,SEKOLAH KEBANGSAAN MADRASAH DATUK HJ. ABDUL KADIR HASAN,JALAN SULTAN TENGAH,93050,KUCHING,82443660,82441606,YCA1303@moe.edu.my,Bandar,SBK,1257,84,110.340739,1.617272,Primary,Kuching,P.194 Petra Jaya,N.07 Samariang
402,PPD KUCHING,SK,YBA1353,SEKOLAH KEBANGSAAN MAJ GEN DATU IBRAHIM,"KEM SEMENGGO, JLN LAPANGAN TERBANG LAMA,KUCHING",93677,KUCHING,82612410,82610040,YBA1353@moe.edu.my,Bandar,SK,686,57,110.338963,1.472376,Primary,Kuching,P.196 Stampin,N.12 Kota Sentosa
403,PPD KUCHING,SK,YBE1345,SEKOLAH KEBANGSAAN MATU BARU,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,82370030,82370150,YBE1345@moe.edu.my,Bandar,SK,600,57,110.3778167,1.55995,Primary,Kuching,P.195 Bandar Kuching,N.10 Pending
404,PPD KUCHING,SK,YBA1201,SEKOLAH KEBANGSAAN MERPATI JEPANG,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,82421885,82236518,YBA1201@moe.edu.my,Bandar,SK,393,41,110.3318167,1.563083333,Primary,Kuching,P.194 Petra Jaya,N.06 Tupong
405,PPD KUCHING,SK,YBA1317,SEKOLAH KEBANGSAAN MUARA TEBAS,"KAMPUNG MUARA TEBAS, JALAN BAKO",93050,KUCHING,82438437,82438203,YBA1317@moe.edu.my,Luar Bandar,SK,350,31,110.4825333,1.648,Primary,Kuching,P.193 Santubong,N.05 Demak Laut
406,PPD KUCHING,SK,YBA1307,SEKOLAH KEBANGSAAN MUHIBBAH,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,TIADA,TIADA,YBA1307@moe.edu.my,Luar Bandar,SK,139,18,110.397717,1.548304,Primary,Kuching,P.193 Santubong,N.05 Demak Laut
407,PPD KUCHING,SK,YBE1313,SEKOLAH KEBANGSAAN PAJAR SEJINGKAT,JALAN BAKOÂ Â PETRA JAYA,93050,KUCHING,82432572,82432063,YBE1313@moe.edu.my,Bandar,SK,590,53,110.4364333,1.594766667,Primary,Kuching,P.193 Santubong,N.05 Demak Laut
408,PPD KUCHING,SK,YBA1319,SEKOLAH KEBANGSAAN PASIR PANDAK,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,82381691,TIADA,YBA1319@moe.edu.my,Luar Bandar,SK,193,18,110.31091,1.69711,Primary,Kuching,P.193 Santubong,N.04 Pantai Damai
409,PPD KUCHING,SK KHAS,YBB1205,SEKOLAH KEBANGSAAN PENDIDIKAN KHAS KUCHING,JALAN MATANG,93050,KUCHING,82536794,82536109,YBB1205@moe.edu.my,Bandar,SK,30,22,110.3465833,1.532233333,Primary,Kuching,P.195 Bandar Kuching,N.11 Batu Lintang
410,PPD KUCHING,SK,YBA1322,SEKOLAH KEBANGSAAN PULO,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYAÂ ",93050,KUCHING,82440549,82449881,YBA1322@moe.edu.my,Bandar,SK,686,53,110.3651167,1.560733333,Primary,Kuching,P.193 Santubong,N.04 Pantai Damai
411,PPD KUCHING,SK,YCA1201,SEKOLAH KEBANGSAAN RAKYAT,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,82244732,82415214,YCA1201@moe.edu.my,Bandar,SBK,391,31,110.3321167,1.561133333,Primary,Kuching,P.194 Petra Jaya,N.06 Tupong
412,PPD KUCHING,SK,YCA1301,SEKOLAH KEBANGSAAN RAKYAT TUPONG,"KAMPUNG TUPONG TENGAH, JALAN MERDEKA",93050,KUCHING,82250263,82420528,YCA1301@moe.edu.my,Bandar,SBK,347,31,110.3329,1.5723,Primary,Kuching,P.194 Petra Jaya,N.07 Samariang
413,PPD KUCHING,SK,YBA1351,SEKOLAH KEBANGSAAN RAMPANGI,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,82443022,82443004,YBA1351@moe.edu.my,Luar Bandar,SK,458,49,110.33245,1.65527,Primary,Kuching,P.193 Santubong,N.04 Pantai Damai
414,PPD KUCHING,SK,YBA1202,SEKOLAH KEBANGSAAN RANCANGAN PERUMAHAN RAKYAT 'RPR',"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,82446293,82440961,YBA1202@moe.edu.my,Bandar,SK,910,62,110.33475,1.571533333,Primary,Kuching,P.194 Petra Jaya,N.07 Samariang
415,PPD KUCHING,SK,YBA1337,SEKOLAH KEBANGSAAN SALAK,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYAÂ ",93050,KUCHING,TIADA,TIADA,YBA1337@moe.edu.my,Luar Bandar,SK,86,13,110.29501,1.66625,Primary,Kuching,P.193 Santubong,N.04 Pantai Damai
416,PPD KUCHING,SK,YBA1314,SEKOLAH KEBANGSAAN SANTUBONG,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,82846728,82846144,YBA1314@moe.edu.my,Luar Bandar,SK,199,25,110.31621,1.72,Primary,Kuching,P.193 Santubong,N.04 Pantai Damai
417,PPD KUCHING,SK,YBA1203,SEKOLAH KEBANGSAAN SATRIA JAYA,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,82570878,82570879,YBA1203@moe.edu.my,Bandar,SK,851,55,110.36575,1.509933333,Primary,Kuching,,
418,PPD KUCHING,SK,YBA1339,SEKOLAH KEBANGSAAN SEMARIANG,"JALAN SEMARIANG BATU, PETRA JAYA",93050,KUCHING,82447475,82443287,YBA1339@moe.edu.my,Bandar,SK,555,53,110.3264907,1.6022125,Primary,Kuching,P.194 Petra Jaya,N.07 Samariang
419,PPD KUCHING,SK,YBA1350,SEKOLAH KEBANGSAAN SEMERAH PADI,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,82440654,82440075,YBA1350@moe.edu.my,Bandar,SK,970,83,110.317288,1.582593,Primary,Kuching,P.194 Petra Jaya,N.07 Samariang
420,PPD KUCHING,SK,YBB1301,SEKOLAH KEBANGSAAN SG STUTONG,"OFF TMN SATRIA JAYA, BDC, STAMPIN",93250,KUCHING,82458613,82457296,YBB1301@moe.edu.my,Bandar,SK,269,28,110.3693833,1.510933333,Primary,Kuching,P.195 Bandar Kuching,N.11 Batu Lintang
421,PPD KUCHING,SK,YBA1209,SEKOLAH KEBANGSAAN SIOL KANAN,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,82447685,82312926,YBA1209@moe.edu.my,Bandar,SK,830,59,110.34097,1.5986,Primary,Kuching,P.194 Petra Jaya,N.07 Samariang
422,PPD KUCHING,SJKC,YBH1202,SEKOLAH KEBANGSAAN SONG KHENG HAI,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYAÂ ",93050,KUCHING,82241941,82230467,YBH1202@moe.edu.my,Bandar,SK,330,38,110.354633,1.555233,Primary,Kuching,P.195 Bandar Kuching,N.09 Padungan
423,PPD KUCHING,SK,YCB1207,SEKOLAH KEBANGSAAN ST ANDREW,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,82481760,82330482,YCB1207@moe.edu.my,Bandar,SBK,371,29,110.3820167,1.547333333,Primary,Kuching,P.195 Bandar Kuching,N.10 Pending
424,PPD KUCHING,SK,YCB1203,SEKOLAH KEBANGSAAN ST JOSEPH,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,82244767,82253715,YCB1203@moe.edu.my,Bandar,SBK,202,20,110.3402667,1.552183333,Primary,Kuching,P.194 Petra Jaya,N.08 Satok
425,PPD KUCHING,SK,YCB1202,SEKOLAH KEBANGSAAN ST MARY,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,82240085,82420146,YCB1202@moe.edu.my,Bandar,SBK,545,39,110.3474333,1.555866667,Primary,Kuching,P.195 Bandar Kuching,N.09 Padungan
426,PPD KUCHING,SK,YCB1204,SEKOLAH KEBANGSAAN ST TERESA,JALAN TUN ABANG HAJI OPENG,93000,KUCHING,82245528,82415785,YCB1204@moe.edu.my,Bandar,SBK,612,38,110.343383,1.55095,Primary,Kuching,P.195 Bandar Kuching,N.09 Padungan
427,PPD KUCHING,SK,YCB1201,SEKOLAH KEBANGSAAN ST THOMAS,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,82243457,82243457,YCB1201@moe.edu.my,Bandar,SBK,564,43,110.3465333,1.554933333,Primary,Kuching,P.195 Bandar Kuching,N.09 Padungan
428,PPD KUCHING,SK,YBA1325,SEKOLAH KEBANGSAAN TABUAN,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93450,KUCHING,82365408,82362426,YBA1325@moe.edu.my,Bandar,SK,495,41,110.391783,1.535,Primary,Kuching,P.193 Santubong,N.05 Demak Laut
429,PPD KUCHING,SK,YBA1210,SEKOLAH KEBANGSAAN TABUAN HILIR,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,82370311,82370315,YBA1210@moe.edu.my,Bandar,SK,832,62,110.3858167,1.537033333,Primary,Kuching,P.193 Santubong,N.05 Demak Laut
430,PPD KUCHING,SK,YBA1343,SEKOLAH KEBANGSAAN TABUAN JAYA,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYAÂ ",93050,KUCHING,82364152,82360810,YBA1343@moe.edu.my,Bandar,SK,361,30,110.36675,1.52525,Primary,Kuching,P.195 Bandar Kuching,N.11 Batu Lintang
431,PPD KUCHING,SK,YBA1336,SEKOLAH KEBANGSAAN TABUAN ULU,"D/A PEJABAT PENDIDIKAN DAERAH KUCHING, JALAN DIPLOMATIK OFF JALAN BAKO PETRA JAYA",93050,KUCHING,82333984,82333984,YBA1336@moe.edu.my,Bandar,SK,246,35,110.37045,1.539,Primary,Kuching,P.193 Santubong,N.05 Demak Laut
432,PPD KUCHING,SK,YBA1212,SEKOLAH KEBANGSAAN TAN SRI DATUK DR. HJ. SULAIMAN DAUD,"LOT 8683, SEKSYEN 65, JALAN MATANG",93050,KUCHING,82245512,82245513,YBA1212@moe.edu.my,Bandar,SK,659,55,110.3113335,1.564676,Primary,Kuching,P.194 Petra Jaya,N.06 Tupong
433,PPD LAWAS,SJKC,YCC5201,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HUA TRUSAN,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,85282273,TIADA,YCC5201@moe.edu.my,Luar Bandar,SBK,73,11,115.2760667,4.78435,Primary,Lawas,P.222 Lawas,N.81 Ba`Kelalan
434,PPD LAWAS,SJKC,YCC5202,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA LAWAS,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,85285127,TIADA,YCC5202@moe.edu.my,Luar Bandar,SBK,288,25,115.4051333,4.86155,Primary,Lawas,P.222 Lawas,N.82 Bukit Sari
435,PPD LAWAS,SJKC,YCC5203,SEKOLAH JENIS KEBANGSAAN (CINA) SOON HWA SUNDAR,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98800,LAWAS,TIADA,TIADA,YCC5203@moe.edu.my,Luar Bandar,SBK,41,12,115.207647,4.887986,Primary,Lawas,P.222 Lawas,N.82 Bukit Sari
436,PPD LAWAS,SR SABK,YCA5201,SEKOLAH KEBANGSAAN AGAMA (MIS) LAWAS,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,85284546,85284681,YCA5201@moe.edu.my,Luar Bandar,SBK,494,45,115.4131833,4.87215,Primary,Lawas,P.222 Lawas,N.82 Bukit Sari
437,PPD LAWAS,SK,YBA5212,SEKOLAH KEBANGSAAN ARU BARU,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,TIADA,TIADA,YBA5212@moe.edu.my,Luar Bandar,SK,63,13,115.213585,4.881487,Primary,Lawas,P.222 Lawas,N.82 Bukit Sari
438,PPD LAWAS,SK,YBA5204,SEKOLAH KEBANGSAAN AWAT-AWAT,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,85282031,TIADA,YBA5204@moe.edu.my,Luar Bandar,SK,173,18,115.23767,4.9275,Primary,Lawas,,
439,PPD LAWAS,SK,YBB5204,SEKOLAH KEBANGSAAN BA KELALAN,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,,,YBB5204@moe.edu.my,Luar Bandar,SK,65,11,115.623364,3.985933,Primary,Lawas,P.222 Lawas,N.81 Ba`Kelalan
440,PPD LAWAS,SK,YBA5208,SEKOLAH KEBANGSAAN BATU LIMA,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,85282080,TIADA,YBA5208@moe.edu.my,Luar Bandar,SK,71,14,115.35965,4.8462,Primary,Lawas,P.222 Lawas,N.81 Ba`Kelalan
441,PPD LAWAS,SK,YBE5212,SEKOLAH KEBANGSAAN BELIPAT,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,85282922,85282922,YBE5212@moe.edu.my,Luar Bandar,SK,83,17,115.3793333,4.874433333,Primary,Lawas,P.222 Lawas,N.82 Bukit Sari
442,PPD LAWAS,SK,YBA5210,SEKOLAH KEBANGSAAN KERANGAN,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,85282082,TIADA,YBA5210@moe.edu.my,Luar Bandar,SK,78,13,115.4432333,4.82105,Primary,Lawas,P.222 Lawas,N.81 Ba`Kelalan
443,PPD LAWAS,SK,YBB5208,SEKOLAH KEBANGSAAN KG LINTANG,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,TIADA,TIADA,YBB5208@moe.edu.my,Luar Bandar,SK,73,13,115.245582,4.815498,Primary,Lawas,P.222 Lawas,N.81 Ba`Kelalan
444,PPD LAWAS,SK,YBA5209,SEKOLAH KEBANGSAAN KG SEBERANG,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,85282329,TIADA,YBA5209@moe.edu.my,Luar Bandar,SK,106,14,115.4360167,4.950566667,Primary,Lawas,P.222 Lawas,N.82 Bukit Sari
445,PPD LAWAS,SK,YBA5201,SEKOLAH KEBANGSAAN KUALA LAWAS,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,85282339,85282339,YBA5201@moe.edu.my,Luar Bandar,SK,85,12,115.42295,4.953483333,Primary,Lawas,P.222 Lawas,N.82 Bukit Sari
446,PPD LAWAS,SK,YBE5210,SEKOLAH KEBANGSAAN LADANG BARU,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,85282081,TIADA,YBE5210@moe.edu.my,Luar Bandar,SK,144,16,115.4210667,4.8471,Primary,Lawas,P.222 Lawas,N.82 Bukit Sari
447,PPD LAWAS,SK,YBB5207,SEKOLAH KEBANGSAAN LONG LUPING,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,TIADA,TIADA,YBB5207@moe.edu.my,Luar Bandar,SK,82,11,115.489762,4.293775,Primary,Lawas,P.222 Lawas,N.81 Ba`Kelalan
448,PPD LAWAS,SK,YBB5210,SEKOLAH KEBANGSAAN LONG SEBANGAN,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,TIADA,TIADA,YBB5210@moe.edu.my,Luar Bandar,SK,131,14,115.405333,4.759435,Primary,Lawas,P.222 Lawas,N.81 Ba`Kelalan
449,PPD LAWAS,SK,YBB5201,SEKOLAH KEBANGSAAN LONG SEMADOH,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,TIADA,TIADA,YBB5201@moe.edu.my,Luar Bandar,SK,88,15,115.587587,4.215756,Primary,Lawas,P.222 Lawas,N.81 Ba`Kelalan
450,PPD LAWAS,SK,YBB5205,SEKOLAH KEBANGSAAN LONG SUKANG,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,TIADA,TIADA,YBB5205@moe.edu.my,Luar Bandar,SK,104,12,115.492508,4.553768,Primary,Lawas,P.222 Lawas,N.81 Ba`Kelalan
451,PPD LAWAS,SK,YBB5206,SEKOLAH KEBANGSAAN LONG TENGOA,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,TIADA,TIADA,YBB5206@moe.edu.my,Luar Bandar,SK,49,10,115.333571,4.613358,Primary,Lawas,P.222 Lawas,N.81 Ba`Kelalan
452,PPD LAWAS,SK,YBB5203,SEKOLAH KEBANGSAAN LONG TUKON,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,TIADA,TIADA,YBB5203@moe.edu.my,Luar Bandar,SK,50,11,115.28791,4.742131,Primary,Lawas,P.222 Lawas,N.81 Ba`Kelalan
453,PPD LAWAS,SK,YBB5202,SEKOLAH KEBANGSAAN LONG TUMA,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,85283413,TIADA,YBB5202@moe.edu.my,Luar Bandar,SK,243,26,115.4089,4.80445,Primary,Lawas,P.222 Lawas,N.81 Ba`Kelalan
454,PPD LAWAS,SK,YBA5211,SEKOLAH KEBANGSAAN LUAGAN,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,85264535,TIADA,YBA5211@moe.edu.my,Luar Bandar,SK,107,13,115.225265,4.872167,Primary,Lawas,P.222 Lawas,N.82 Bukit Sari
455,PPD LAWAS,SK,YBA5202,SEKOLAH KEBANGSAAN MERAPOK,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,87812339,TIADA,YBA5202@moe.edu.my,Luar Bandar,SK,114,15,115.5040167,4.956416667,Primary,Lawas,P.222 Lawas,N.82 Bukit Sari
456,PPD LAWAS,SK,YBA5203,SEKOLAH KEBANGSAAN PUNANG,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,85282268,TIADA,YBA5203@moe.edu.my,Luar Bandar,SK,146,18,115.349568,4.891699,Primary,Lawas,P.222 Lawas,N.82 Bukit Sari
457,PPD LAWAS,SK,YBA5213,SEKOLAH KEBANGSAAN PURU SIA,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,TIADA,TIADA,YBA5213@moe.edu.my,Luar Bandar,SK,100,12,115.339955,4.701819,Primary,Lawas,P.222 Lawas,N.81 Ba`Kelalan
458,PPD LAWAS,SK,YBE5203,SEKOLAH KEBANGSAAN PUSAT LAWAS,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,85285426,85283293,YBE5203@moe.edu.my,Luar Bandar,SK,442,49,115.399463,4.857473,Primary,Lawas,P.222 Lawas,N.82 Bukit Sari
459,PPD LAWAS,SK,YBB5212,SEKOLAH KEBANGSAAN SIANG-SIANG,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,TIADA,TIADA,YBB5212@moe.edu.my,Luar Bandar,SK,173,18,115.299878,4.822722,Primary,Lawas,P.222 Lawas,N.82 Bukit Sari
460,PPD LAWAS,SK,YBA5205,SEKOLAH KEBANGSAAN SUNDAR,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,85264919,TIADA,YBA5205@moe.edu.my,Luar Bandar,SK,218,22,115.212353,4.893401,Primary,Lawas,P.222 Lawas,N.82 Bukit Sari
461,PPD LAWAS,SK,YBB5209,SEKOLAH KEBANGSAAN TANG LAPADAN,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUANÂ ",98850,LAWAS,TIADA,TIADA,YBB5209@moe.edu.my,Luar Bandar,SK,57,10,115.323727,4.689347,Primary,Lawas,P.222 Lawas,N.81 Ba`Kelalan
462,PPD LAWAS,SK,YBA5206,SEKOLAH KEBANGSAAN TRUSAN,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,TIADA,TIADA,YBA5206@moe.edu.my,Luar Bandar,SK,124,16,115.2703667,4.798833333,Primary,Lawas,P.222 Lawas,N.82 Bukit Sari
463,PPD LAWAS,SK,YBA5207,SEKOLAH KEBANGSAAN ULU MERAPOK,"D/A PEJABAT PENDIDIKAN DAERAH LAWAS, TINGKAT BAWAH, WISMA PERSEKUTUAN",98850,LAWAS,TIADA,TIADA,YBA5207@moe.edu.my,Luar Bandar,SK,210,20,115.5540667,4.964416667,Primary,Lawas,P.222 Lawas,N.82 Bukit Sari
464,PPD LIMBANG,SJKC,YCC5101,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA LIMBANG,"D/A PEJABAT PENDIDIKAN DAERAH LIMBANG, TINGKAT 1, WISMA PERSEKUTUAN, JALAN MUHIBBAH",98707,LIMBANG,85216988,85216988,YCC5101@moe.edu.my,Luar Bandar,SBK,297,37,115.018895,4.755517,Primary,Limbang,P.221 Limbang,N.79 Bukit Kota
